Restaurant ID,Restaurant Name,City,Address,Longitude,Latitude,Cuisines,Average Cost for two,Price range,Aggregate rating,Rating color,Rating text,Votes
17284404,Austin's BBQ and Oyster Bar,Albany,"2820 Meredyth Dr, Albany, GA 31707",-84.221535,31.610387,"BBQ, Burger, Seafood",25,2,3.3,Orange,Average,35
17284203,BJ's Country Buffet,Albany,"2401 Dawson Rd, Albany, GA 31707",-84.207095,31.608743,"American, BBQ",10,1,3.3,Orange,Average,25
17284105,Cookie Shoppe,Albany,"115 N Jackson St, Albany, GA 31701",-84.154,31.5772,,0,1,3.4,Orange,Average,34
17284302,El Vaquero Mexican Restaurant,Albany,"2700 Dawson Rd, Albany, GA 31707",-84.2194,31.6158,Mexican,0,1,3.4,Orange,Average,45
17284397,Elements Coffee Co - Northwest,Albany,"2726 Ledo Rd Ste 10, Albany, GA 31707",-84.206944,31.622412,"Coffee and Tea, Sandwich",10,1,3.4,Orange,Average,26
17284211,Pearly's Famous Country Cookng,Albany,"814 N Slappey Blvd, Albany, GA 31701",-84.1759,31.5882,,0,1,3.4,Orange,Average,36
17284094,Chick-fil-A,Albany,"2703 Dawson Rd, Albany, GA 31707",-84.2193,31.616,Fast Food,10,1,3.5,Yellow,Good,67
17284409,Guang Zhou Chinese Restaurant,Albany,"1214 N Westover Blvd, Albany, GA 31707",-84.2091458,31.6155186,"Asian, Chinese, Vegetarian",10,1,3.9,Yellow,Good,141
17284139,Harvest Moon,Albany,"2347 Dawson Road, Albany, GA 31707",-84.205718,31.604905,"Pizza, Bar Food, Sandwich",25,2,3.7,Yellow,Good,147
17284403,Henry Campbell's Steakhouse,Albany,"629 N. Westover Blvd, Albany, GA 31707",-84.223278,31.612121,"Steak, Tapas, Bar Food",70,4,3.5,Yellow,Good,51
17284145,Hong Kong Cafe,Albany,"2700 Dawson Rd, Albany, GA 31707",-84.2191,31.6156,"Chinese, Seafood, Vegetarian",25,2,3.6,Yellow,Good,88
17284150,House of China Restaurant II,Albany,"2526 Dawson Rd Ste A, Albany, GA 31707",-84.212,31.6104,Chinese,10,1,3.8,Yellow,Good,153
17284158,Jimmie's Hot Dogs,Albany,"204 S Jackson St, Albany, GA 31701",-84.1534,31.5751,,10,1,3.9,Yellow,Good,160
17284175,Locos Grill & Pub,Albany,"547 N Westover Blvd, Albany, GA 31707",-84.2228,31.6077,"American, Burger, Sandwich",25,2,3.5,Yellow,Good,57
17284179,Longhorn Steakhouse,Albany,"2733 Dawson Rd, Albany, GA 31707",-84.2229,31.6185,"American, Steak",25,2,3.5,Yellow,Good,58
17284197,Mikata Japanese Steakhouse,Albany,"2610 Dawson Rd, Albany, GA 31707",-84.2164,31.6137,"Japanese, Steak, Sushi",40,3,3.6,Yellow,Good,115
17284241,Shogun Japanese Steak House,Albany,"629 N Westover Blvd, Albany, GA 31707",-84.2233,31.6118,"Japanese, Steak, Sushi",40,3,3.5,Yellow,Good,51
17284390,The Catch Seafood Room & Oyster Bar,Albany,"2332 Whispering Pines Road, Albany, GA 31707",-84.205025,31.605882,"Seafood, Tapas, Bar Food",40,3,3.8,Yellow,Good,250
17284279,Villa Gargano,Albany,"1604 N Slappey Blvd, Albany, GA 31701",-84.1757,31.5985,"Italian, Pizza",10,1,3.7,Yellow,Good,117
17284364,3 Squares Diner,Albany,"202 W Franklin St, Sylvester, GA 31791",-83.8389,31.5308,"American, Breakfast, Diner",10,1,3.4,Orange,Average,20
17293281,Last Resort Grill,Athens,"184 W Clayton St, Athens, GA 30601",-83.378273,33.957999,"American, Southern, Southwestern",40,3,4.5,Dark Green,Excellent,1821
17293301,Mama's Boy Restaurant,Athens,"197 Oak St, GA 30601",-83.3654,33.9535,Southern,10,1,4.5,Dark Green,Excellent,849
17293409,Sr. Sol 1,Athens,"175 Tallassee Rd, Athens, GA 30606",-83.4293,33.9652,Mexican,10,1,4.6,Dark Green,Excellent,917
17293163,Choo Choo Eastside,Athens,"1055 Gaines School Rd Ste 100, Athens, GA 30605",-83.3389,33.9259,"Japanese, Korean",10,1,3.9,Yellow,Good,439
17293228,The Grill,Athens,"171 College Ave, Athens, GA 30601",-83.375523,33.958198,"Breakfast, Burger, Sandwich",10,1,3.7,Yellow,Good,289
17293880,Big City Bread Cafe,Athens,"393 N Finley St, Athens, GA 30601",-83.384004,33.959392,"Breakfast, Sandwich",10,1,4.3,Green,Very Good,558
17293169,Clocked,Athens,"259 W Washington St, Athens, GA 30601",-83.3797,33.9584,"American, Burger, Sandwich",10,1,4.2,Green,Very Good,613
17293186,DePalma's Italian Cafe - Downtown,Athens,"401 E Broad St, Athens, GA 30601",-83.373596,33.958112,"American, Italian, Pizza",25,2,4,Green,Very Good,353
17293180,DePalma's Italian Cafe - East Side,Athens,"1965 Barnett Shoals Rd, Athens, GA 30605",-83.33995,33.924275,"American, Italian, Pizza",25,2,4.1,Green,Very Good,387
17293205,Five & Ten,Athens,"1073 South Milledge Ave, Athens, GA 30605",-83.3872482,33.9415545,American,40,3,4.3,Green,Very Good,755
17293229,Grit,Athens,"199 Prince Ave, Athens, GA 30601",-83.381625,33.960112,"International, Southern, Vegetarian",10,1,4.2,Green,Very Good,800
17293897,Ike & Jane,Athens,"1307 Prince Ave, Athens, GA 30606",-83.400887,33.963296,Sandwich,10,1,4.1,Green,Very Good,350
17293273,La Dolce Vita Ristorante,Athens,"323 E Broad St, Athens, GA 30601",-83.4075,33.9584,Italian,40,3,4.1,Green,Very Good,464
17293870,Shokitini,Athens,"251 W Clayton St, Athens, GA 30601",-83.379251,33.957503,"Asian, Japanese, Sushi",25,2,4.2,Green,Very Good,550
17293877,Taqueria Del Sol,Athens,"334 Prince Ave, Athens, GA 30601",-83.383605,33.960571,"Mexican, Spanish",10,1,4.1,Green,Very Good,543
17293890,The National,Athens,"232 W. Hancock Ave., Athens, GA 30601",-83.37967,33.959468,"International, Southern",40,3,4.1,Green,Very Good,465
17293915,The Royal Peasant,Athens,"1675 S. Lumpkin St., Athens, GA 30606",-83.38728,33.937502,Bar Food,10,1,4.4,Green,Very Good,546
17293422,Transmetropolitan,Athens,"145 E Clayton St, Athens, GA 30601",-83.3764,33.9584,"Italian, Pizza, Sandwich",10,1,4.4,Green,Very Good,1098
17293873,Trappeze Pub,Athens,"269 N Hull St, Athens, GA 30601",-83.378881,33.958363,"Burger, Bar Food",25,2,4.2,Green,Very Good,579
17294014,Viva! Argentine Cuisine,Athens,"247 Prince Ave, Athens, GA 30601",-83.3828224,33.9600227,"Desserts, Latin American, Argentine",10,1,4.1,Green,Very Good,374
17294556,Miyabi Kyoto Japanese Steak House,Augusta,"1315 Augusta West Pkwy, Augusta, GA 30909",-82.0865,33.4721,"Chinese, Steak",40,3,4.6,Dark Green,Excellent,717
17294607,Rae's Coastal Cafe,Augusta,"3208 W Wimbledon Dr, Augusta, GA 30909",-82.0698,33.4791,"American, Caribbean, Seafood",40,3,4.9,Dark Green,Excellent,548
17294279,The Bee's Knees,Augusta,"211 10th Street, Augusta, GA 30901",-81.97,33.4765,"International, Tapas, Vegetarian",25,2,4.5,Dark Green,Excellent,631
17294300,Boll Weevil Cafe,Augusta,"10 9th St, Augusta, GA 30901",-81.9684,33.474,"Desserts, Sandwich, Southern",10,1,3.9,Yellow,Good,372
17295215,Farmhaus Burger,Augusta,"1204 Broad St, Augusta, GA 30901",-81.973006,33.477444,"American, Burger",25,2,3.9,Yellow,Good,201
17295028,Manuel's Bread Cafe,Augusta,"505 Railroad Ave, North Augusta, GA 29841",-81.965571,33.481779,"Breakfast, French",40,3,3.8,Yellow,Good,332
17294642,Sconyers Bar B Que,Augusta,"2250 Sconyers Way, Augusta, GA 30906",-82.0327,33.4086,BBQ,25,2,3.5,Yellow,Good,304
17295109,Frog Hollow Tavern,Augusta,"1282 broad street, Augusta, GA 30901",-81.974944,33.478231,American,40,3,4.3,Green,Very Good,368
17294441,Giuseppe's Pizza & Italian Specialities,Augusta,"3690 Wheeler Rd, Augusta, GA 30909",-82.096,33.4827,"Desserts, Italian, Pizza",25,2,4.1,Green,Very Good,430
17294552,Mellow Mushroom,Augusta,"1167 Broad St, Augusta, GA 30901",-81.9721,33.4778,"Italian, Pizza, Sandwich",25,2,4.4,Green,Very Good,433
17294565,Nacho Mamas Burritos,Augusta,"976 Broad St, Augusta, GA 30901",-81.9694,33.4764,Mexican,10,1,4,Green,Very Good,380
17294623,Rhinehart's Oyster Bar,Augusta,"3051 Washington Rd, Augusta, GA 30907",-82.0505,33.5133,"Bar Food, Sandwich, Seafood",25,2,4,Green,Very Good,456
17294712,Takosushi,Augusta,"437 Highland Ave, Augusta, GA 30909",-82.0301,33.4848,"Mexican, Southwestern, Sushi",40,3,4.2,Green,Very Good,647
17295033,The Chop House,Augusta,"Augusta Mall, Augusta, GA 30909",-82.080788,33.467201,Steak,40,3,4,Green,Very Good,360
17295069,The Taj of India,Augusta,"502 Furys Ferry Rd, Augusta, GA 30907",-82.0805493,33.5375868,Indian,25,2,4,Green,Very Good,227
17294261,Augsburg Haus,Augusta,"4460 Washington Road, Evans, GA 30809",-82.143793,33.544342,German,25,2,3.9,Yellow,Good,290
17295115,Pho Bac,Augusta,"4300 Towne Centre, Evans, GA 30809",-82.126161,33.532249,Vietnamese,10,1,4.1,Green,Very Good,270
17294836,Rhinehart's Oyster Bar,Augusta,"303 North Bel Air Rd, Evans, GA 30809",-82.141284,33.521291,"Burger, Seafood",25,2,4,Green,Very Good,326
17294850,Thai Kitchen,Augusta,"4357 Washington Road, Evans, GA 30809",-82.1328,33.5406,Thai,35,3,4.3,Green,Very Good,317
17294883,El Kiosco Mexican Restaurant,Augusta,"5174 Wrightsboro Rd, Grovetown, GA 30813",-82.1997,33.4574,Mexican,10,1,4.2,Green,Very Good,300
17303465,Bardenay,Boise,"610 W Grove St, Boise, ID 83702",-116.2019,43.6138,"American, Bar Food",25,2,4.5,Dark Green,Excellent,879
17303642,Flatbread Neapolitan Pizzeria,Boise,"800 W Main Suite 230, Boise, ID 83702",-116.203466,43.616068,"Italian, Pizza",25,2,4.6,Dark Green,Excellent,615
17303670,Goldy's Breakfast Bistro,Boise,"108 S Capitol Blvd, Boise, ID 83702",-116.2023,43.6149,"Breakfast, Sandwich",25,2,4.5,Dark Green,Excellent,879
17303545,Chandlers Steakhouse,Boise,"981 W Grove St, Boise, ID 83702",-116.2064,43.6157,"American, Seafood, Steak",70,4,3.9,Yellow,Good,379
17303655,Bar Gernika Basque Pub & Eatery,Boise,"202 S Capitol Blvd, Boise, ID 83702",-116.2031,43.614,"European, Spanish",10,1,4.3,Green,Very Good,303
17304691,Barbacoa Restaurant,Boise,"276 Bobwhite Ct, Boise, ID 83706",-116.185034,43.597235,"Latin American, Steak",70,4,4.1,Green,Very Good,538
17303478,Big Jud's,Boise,"1289 Protest Rd, Boise, ID 83706",-116.2062,43.5945,"American, Burger, Sandwich",10,1,4.2,Green,Very Good,334
17303480,Bittercreek Ale House,Boise,"246 N 8th St, Boise, ID 83702",-116.2022,43.6167,"American, Bar Food",25,2,4.3,Green,Very Good,555
17304733,Boise Fry Company,Boise,"204 N Capitol Blvd, Boise, ID 83702",-116.193409,43.610279,"American, Burger",10,1,4.4,Green,Very Good,823
17303646,Flying Pie Pizzaria,Boise,"6508 W Fairview Ave, Boise, ID 83704",-116.2625,43.6192,Pizza,25,2,4.1,Green,Very Good,550
17304929,Fork,Boise,"199 N 8th St, Boise, ID 83702",-116.202845,43.616295,"American, Burger",25,2,4.4,Green,Very Good,650
17303684,Guido's Original New York Style Pizza,Boise,"235 N 5th St, Boise, ID 83702",-116.199,43.615,Pizza,10,1,4.3,Green,Very Good,410
17303772,Los Beto's,Boise,"5220 W Fairview Ave, Boise, ID 83706",-116.2463,43.6191,Mexican,10,1,4.4,Green,Very Good,660
17305123,Lucianos Italian Restaurant,Boise,"11 N Orchard St, Boise, ID 83706",-116.245165,43.6051379,"Italian, Seafood, Vegetarian",25,2,4.4,Green,Very Good,360
17303787,Mai Thai Restaurant,Boise,"750 W Idaho St, Boise, ID 83702",-116.2021,43.6162,"Sushi, Thai",40,3,4,Green,Very Good,340
17303990,Shige Japanese Cuisine,Boise,"100 N 8th St, Boise, ID 83702",-116.2031,43.6156,"Japanese, Sushi, Teriyaki",25,2,4.1,Green,Very Good,393
17304741,The Egg Factory,Boise,"8061 W Fairview Ave, Boise, ID 83704",-116.281809,43.619274,Breakfast,10,1,4.3,Green,Very Good,422
17304726,Tucanos,Boise,"1388 S Entertainment Ave, Boise, ID 83709",-116.280614,43.591706,Brazilian,40,3,4,Green,Very Good,435
17304486,Texas Roadhouse,Boise,"3801 E Fairview Avenue, Meridian, Boise, ID 83642",-116.347304,43.619108,"American, BBQ, Steak",25,2,4,Green,Very Good,369
17304533,Brick 29,Boise,"320 11th Avenue S, Nampa, ID 83651",-116.5629,43.5777,American,40,3,4.4,Green,Very Good,487
17316233,Winifreds,Cedar Rapids/Iowa City,"3847 1st Ave SE, Cedar Rapids, IA 52402",-91.6336,42.0179,"American, Mediterranean, Seafood",40,3,3.7,Yellow,Good,98
17315883,Biaggi's Ristorante Italiano,Cedar Rapids/Iowa City,"320 Collins Rd NE, Cedar Rapids, IA 52402",-91.6327,42.0281,"Italian, Pizza",40,3,4.1,Green,Very Good,365
17315995,El Super Burrito,Cedar Rapids/Iowa City,"3300 Johnson Ave NW, Cedar Rapids, IA 52405",-91.7148,41.9748,Mexican,10,1,4.1,Green,Very Good,190
17316018,Granite City Food & Brewery,Cedar Rapids/Iowa City,"4755 1st Ave SE, Cedar Rapids, IA 52402",-91.6224,42.0249,"American, Breakfast, Burger",40,3,4.1,Green,Very Good,429
17316038,Irish Democrat,Cedar Rapids/Iowa City,"3207 1st Ave SE, Cedar Rapids, IA 52402",-91.6347,42.01,"American, BBQ, Burger",25,2,4.4,Green,Very Good,430
17316771,Taste of India,Cedar Rapids/Iowa City,"1060 Old Marion Rd NE, Cedar Rapids, IA 52402",-91.6499622,42.0215347,Indian,25,2,4.2,Green,Very Good,186
17316201,Thai Moon Restaurant,Cedar Rapids/Iowa City,"4362 16th Ave SW, Cedar Rapids, IA 52404",-91.7266,41.9639,"Chinese, Sushi, Thai",10,1,4.2,Green,Very Good,220
17316208,Ting's Red Lantern,Cedar Rapids/Iowa City,"540 Boyson Rd NE, Cedar Rapids, IA 52402",-91.6394,42.0468,Chinese,10,1,4.2,Green,Very Good,347
17316389,Monica's,Cedar Rapids/Iowa City,"303 2nd Street, Coralville, IA 52241",-91.569767,41.670466,"American, Italian, Pizza",25,2,3.8,Yellow,Good,161
17316278,Exotic India,Cedar Rapids/Iowa City,"102 2nd Ave, Coralville, IA 52241",-91.5687,41.6685,Indian,25,2,4.1,Green,Very Good,160
17316744,Shorts Burger and Shine,Cedar Rapids/Iowa City,"18 S Clinton St, Iowa City, IA 52240",-91.534424,41.660982,Burger,10,1,4.9,Dark Green,Excellent,820
17316751,The Hamburg Inn No. 2 Inc.,Cedar Rapids/Iowa City,"214 N Linn St, Iowa City, IA 52245",-91.531414,41.663849,"American, Breakfast, Burger",10,1,4.5,Dark Green,Excellent,488
17316766,Bluebird Diner,Cedar Rapids/Iowa City,"330 E Market St, Iowa City, IA 52245",-91.531093,41.663751,"Breakfast, Diner",25,2,3.6,Yellow,Good,253
17316743,Graze,Cedar Rapids/Iowa City,"115 East College St, Iowa City, IA 52240",-91.534302,41.658691,"American, International, Sushi",40,3,3.8,Yellow,Good,220
17316374,A & A Pagliai's Pizza,Cedar Rapids/Iowa City,"302 E Bloomington St, Iowa City, IA 52245",-91.5314,41.6648,Pizza,25,2,4.3,Green,Very Good,485
17316381,Atlas World Grill,Cedar Rapids/Iowa City,"127 Iowa Ave, Iowa City, IA 52240",-91.5341,41.661,International,40,3,4.3,Green,Very Good,428
17316802,BlackStone,Cedar Rapids/Iowa City,"503 Westbury Dr Ste 1, Iowa City, IA 52245",-91.482165,41.667742,"American, Breakfast",25,2,4.1,Green,Very Good,294
17316416,Devotay,Cedar Rapids/Iowa City,"117 N Linn St, Iowa City, IA 52245",-91.5318,41.6625,"Mediterranean, Tapas, Vegetarian",40,3,4,Green,Very Good,380
17316449,Jimmy Jack's Rib Shack,Cedar Rapids/Iowa City,"1940 Lower Muscatine Rd, Iowa City, IA 52240",-91.5074,41.6428,BBQ,25,2,4.2,Green,Very Good,259
17316603,Zoeys Pizzeria,Cedar Rapids/Iowa City,"690 10th St, Marion, IA 52302",-91.5995,42.0331,"Pizza, Sandwich",25,2,4.7,Dark Green,Excellent,433
17558684,Berry Patch Restaurant,Clatskanie,"49289 Us-30, Westport, OR 97016",-123.368151,46.126967,"American, Breakfast, Desserts",10,1,4.3,Green,Very Good,96
18366580,Sakura Sushi & Grill,Cochrane,"130 Quarry Street, Unit 20, Cochrane, AB T4C 0W5",-114.472474,51.183934,"Asian, Japanese",25,2,3.1,Orange,Average,6
17330755,Uptown Vietnam cuisine,Columbus,"1250 Broadway, Columbus, GA 31901",-84.992671,32.470315,"Asian, Vietnamese",10,1,3.3,Orange,Average,33
17330611,Cafe Le Rue @ The Landings,Columbus,"2523 Airport Thruway, Columbus, GA 31904",-84.95591,32.519247,"American, Seafood, Cajun",25,2,4.6,Dark Green,Excellent,489
17330609,Mark's City Grille,Columbus,"7160 moon road, Columbus, GA 31909",-84.927047,32.555591,American,25,2,4.5,Dark Green,Excellent,345
17330024,B Merrell's,Columbus,"7600 Veterans Pkwy, Columbus, GA 31909",-84.9436,32.5577,"Burger, Bar Food, Southern",25,2,3.8,Yellow,Good,149
17330074,Cannon Brewpub,Columbus,"1041 Broadway, Columbus, GA 31901",-84.9936,32.4656,"Pizza, Bar Food",25,2,3.9,Yellow,Good,330
17330185,Fuji Japanese Steak House,Columbus,"6499 Veterans Pkwy, Columbus, GA 31909",-84.954984,32.5382197,"Japanese, Steak",40,3,3.9,Yellow,Good,247
17330397,Ruth Ann's Family Restaurant,Columbus,"941 Veterans Parkway, Columbus, GA 31901",-84.9876,32.4637,"Breakfast, Diner, Southern",10,1,3.7,Yellow,Good,123
17330735,Samurai Japanese Cuisine & Sushi Bar,Columbus,"1009 Broadway, Columbus, GA 31901",-84.9933631,32.4652417,"Japanese, Steak, Sushi",40,3,3.6,Yellow,Good,109
17330676,Wasabi Sushi and Thai,Columbus,"1639 Bradley Park Dr, Columbus, GA 31904",-84.96661,32.534002,"Japanese, Sushi, Thai",40,3,3.7,Yellow,Good,134
17330048,Buckhead Bar and Grill,Columbus,"5010 Armour Rd, Columbus, GA 31904",-84.95367,32.513154,"Seafood, Steak, Vegetarian",40,3,4.2,Green,Very Good,722
17330604,Burt's Butcher Shoppe and Eatery,Columbus,"2932 Warm Springs Rd, Columbus, GA 31909",-84.947569,32.504657,Steak,25,2,4.3,Green,Very Good,213
17330087,Chef Lee's Peking Restaurant,Columbus,"6100 Bradley Park Dr, Columbus, GA 31904",-84.9607,32.5393,Chinese,25,2,4,Green,Very Good,335
17330137,Country's Barbecue,Columbus,"3137 Mercury Dr, Columbus, GA 31906",-84.9464,32.4792,"BBQ, Southern",25,2,4,Green,Very Good,353
17330155,Deorio's,Columbus,"3201 Macon Rd Ste 167, Columbus, GA 31906",-84.9427,32.481,"Italian, Pizza",0,1,4,Green,Very Good,170
17330309,Mellow Mushroom,Columbus,"6100 Veterans Pkwy, Columbus, GA 31909",-84.9557,32.5321,Pizza,25,2,4.1,Green,Very Good,192
17330311,Meritage,Columbus,"1039 1st Ave, Columbus, GA 31901",-84.992093,32.466158,"American, Tapas",40,3,4.1,Green,Very Good,302
17330615,Mongo The Mongolian Fire Pit,Columbus,"7830 - E Veterans Pkwy, Columbus, GA 31909",-84.938698,32.560905,"Asian, Chinese",10,1,4.2,Green,Very Good,355
17330638,The Black Cow,Columbus,"115 A 12th St, Columbus, GA 31901",-84.991384,32.468757,American,25,2,4.3,Green,Very Good,287
17330628,Wood Stone,Columbus,"5739 Whitesville Rd, Columbus, GA 31904",-84.963201,32.527217,"Italian, Mediterranean, Pizza",40,3,4,Green,Very Good,264
17330546,Hunter's Pub,Columbus,"11269 GA Hwy 219, Hamilton, GA 31811",-85.0213,32.7455,"American, Seafood, Steak",40,3,4.4,Green,Very Good,235
17334434,Thatcher's Barbeque and Grill,Dalton,"1214 N Wall St, Calhoun, GA 30701",-84.9396931,34.5251331,"American, BBQ, Southern",25,2,3.7,Yellow,Good,38
17334348,Christian and Jake's Bistro,Dalton,"555 Georgia Hwy 53, Calhoun, GA 30701",-84.926258,34.474635,"Desserts, Sandwich",10,1,4.4,Green,Very Good,122
17334213,Dub's High on the Hog,Dalton,"349 S Wall St, Calhoun, GA 30701",-84.9523921,34.4972488,BBQ,25,2,4.4,Green,Very Good,207
17334355,Sierra's Mexican Restaurant,Dalton,"500 S. 3rd Avenue, Chatsworth, GA 30705",-84.767911,34.752476,"Mexican, Tex-Mex",10,1,3.9,Yellow,Good,66
17334212,Oakwood Cafe,Dalton,"201 West Cuyler Street, Dalton, GA 30720",-84.969393,34.769686,"BBQ, Breakfast, Southern",10,1,4.9,Dark Green,Excellent,249
17333797,Chili's Grill & Bar,Dalton,"881 College Dr, Dalton, GA 30720",-85.0039,34.7643,American,25,2,3.8,Yellow,Good,63
17334217,Fuji Japanese Steakhouse,Dalton,"1321 W Walnut Ave, Dalton, GA 30720",-84.992342,34.759551,"Japanese, Sushi",40,3,3.8,Yellow,Good,145
17334273,Las Palmas,Dalton,"1331 W Walnut Ave, Dalton, GA 30720",-84.992924,34.759665,Mexican,10,1,3.8,Yellow,Good,83
17334254,Tony's Italian Restaurant & Pizza,Dalton,"933 Market St, Dalton, GA 30720",-84.999678,34.758645,Italian,25,2,3.7,Yellow,Good,116
17333836,Filling Station,Dalton,"316 N Hamilton St, Dalton, GA 30720",-84.9678,34.7742,"American, Burger",10,1,4.1,Green,Very Good,122
17334197,Five Guys Burgers and Fries,Dalton,"1303 W. Walnut Ave., Dalton, GA 30720",-84.990925,34.759273,Fast Food,10,1,4.1,Green,Very Good,142
17333882,Los Pablos,Dalton,"1513 W Walnut Ave Ste 6, Dalton, GA 30720",-84.9964,34.7604,Mexican,10,1,4.1,Green,Very Good,114
17334211,Kobe Hibachi & Sushi,Dalton,"2603 Battlefield Pkwy, Fort Oglethorpe, GA 30742",-85.2229101,34.9428786,"American, Japanese, Sushi",25,2,4.6,Dark Green,Excellent,214
17334390,Soho Hibachi,Dalton,"1014 Battlefield Parkway, Fort Oglethorpe, GA 30742",-85.246237,34.9528157,Japanese,10,1,4.3,Green,Very Good,116
17334034,Thai Garden,Dalton,"685 Battlefield Pkwy, Fort Oglethorpe, GA 30742",-85.2545,34.9546,Thai,25,2,4.2,Green,Very Good,111
17334414,Southern Bliss Bakery,Dalton,"300 W Patton St., Lafayette, GA 30728",-85.294955,34.705093,"Desserts, Sandwich",10,1,3.7,Yellow,Good,25
17334082,Bailey's Bar-B-Que,Dalton,"5540 Highway 41, Ringgold, GA 30736",-85.1321,34.9273,BBQ,10,1,4.1,Green,Very Good,128
17334364,Farm To Fork,Dalton,"118 Remco Shops Lane, Ringgold, GA 30736",-85.130492,34.912109,"American, Diner, Southern",10,1,4.3,Green,Very Good,244
17334398,Home Plate Grill,Dalton,"7807 Nashville St, Ringgold, GA 30736",-85.1079396,34.9151853,"American, BBQ, Southern",10,1,4.2,Green,Very Good,112
17334219,Pie Slingers Pizzeria,Dalton,"56A Fieldstone Village Drive, Rock Spring, GA 30739",-85.249727,34.851907,"Italian, Pizza",10,1,4.1,Green,Very Good,144
17335173,Olive Tree Cafe,Davenport,"2513 53rd Avenue, Bettendorf, IA 52722",-90.496986,41.574935,"Indian, Mediterranean, Middle Eastern",25,2,4.6,Dark Green,Excellent,166
17335195,"Red Ginger Sushi, Grill & Bar",Davenport,"793 Middle Rd, Bettendorf, IA 52722",-90.522479,41.53845,"Sushi, Teriyaki",40,3,4.5,Dark Green,Excellent,208
17335225,Crust Stone Oven Pizza,Davenport,"2561 E 53rd Ave, Bettendorf, IA 52722",-90.4912446,41.5747801,"Burger, Pizza",25,2,3.9,Yellow,Good,136
